https://www.linkedin.com/company/deliveroo,Deliveroo,,Food & Beverages,http://deliveroo.co.uk,"The River Building - Level 1 Cannon Bridge House 1 Cousin Lane London, EC4R 3TE United Kingdom",1001-5000,"Deliveroo is on a mission to transform the way the world thinks about food delivery. It’s not a chicken chow mein and a night on the sofa anymore, it’s your favourite local restaurant, it’s a dinner party, a date.

We’re four years in, and along the way our team have taken hundreds of ideas from brainstorms to global roll-outs, like Deliveroo Editions – bespoke kitchens designed to host a locally-curated selection of restaurants. Editions are our solution to ensuring that our customers have access to the best of the food-scene, no matter where they live.

And that’s just what we’re like at Deliveroo, no compromise allowed and lots of food-inspired challenges to get your teeth into. Out-of-the-box thinking is actively encouraged and we move quickly to make great ideas happen. We’re energetic, fast-paced and blow off steam with free-for-all Friday lunches.

It’s a formula that’s working too – we’re bringing great food to customers in 12 countries and over 100 cities.",2012,"{'foodora': 'https://www.linkedin.com/company/foodora', 'JUST EAT': 'https://www.linkedin.com/company/just-eat-group', 'Airbnb': 'https://www.linkedin.com/company/airbnb', 'Uber': 'https://www.linkedin.com/company/uber-com', 'foodpanda': 'https://www.linkedin.com/company/foodpanda', 'Amazon': 'https://www.linkedin.com/company/amazon'}"
https://www.linkedin.com/company/kiip,Kiip,,Marketing and Advertising,http://www.kiip.m,"970 Folsom Street San Francisco, California 94107 United States",51-200,"84% of people prefer mobile rewards over ads. Find the right moments to engage your audience #ownthemoment

Introducing our new engagement platform for brands – www.kiip.me/platform

It's pronounced ""keep""​. Interested in mobile rewards? Talk to us: hello@kiip.me",2010,"{'Sharethrough': 'https://www.linkedin.com/company/sharethrough', 'Rocketkick': 'https://www.linkedin.com/company/rocketkick', 'Tapjoy': 'https://www.linkedin.com/company/tapjoy', 'Digg': 'https://www.linkedin.com/company/digg', 'InMobi': 'https://www.linkedin.com/company/inmobi', 'Aer Marketing Inc.': 'https://www.linkedin.com/company/aer-marketing-inc.'}"
https://www.linkedin.com/company/bank_bazaar,BankBazaar.com,"Personal Finance, Internet, Loans, Credit cards, Mutual Funds",Financial Services,http://www.bankbazaar.com,"BankBazaar.com (A & A Dukaan Financial Services Private Limited) 3rd Floor, Hameedia Center, 14/43 Haddows Road, Nungambakkam Chennai, Tamil Nadu 600006 India",1001-5000,"BankBazaar is the world’s first neutral online marketplace that helps people compare and choose financial products such as loans, insurance, credit cards, fixed deposits, saving accounts, mutual funds etc., - over a highly secure, user friendly, and intuitive platform. Founded in 2008 by Adhil Shetty, Arjun Shetty, and Rati Shetty, BankBazaar focuses on harnessing technology to deliver end-to-end paperless transactions which brings huge convenience to customers while helping support the environment.  With a supportive customer service team and a growing community of users, BankBazaar is the easiest way for people to compare and purchase the right financial products online.

BankBazaar partners with over 80 financial organizations in India that include the largest nationalized and private banks, NBFCs and insurance companies to offer a never before range of financial products and services.  Supported by global investors such as Walden International, Sequoia Capital, Fidelity Growth Partners, Mousse Partners and Amazon, BankBazaar is headquartered in Chennai, India, and has offices in Bangalore and Mumbai. Our 1000+ employees are driven by innovation and every day we strive hard to make our customers’ financial journey as seamless and convenient as possible.",2008,"{'PolicyBazaar.com': 'https://www.linkedin.com/company/policybazaar', 'Paytm': 'https://www.linkedin.com/company/paytm-mobile-solutions-pvt-ltd-', 'ICICI Bank': 'https://www.linkedin.com/company/icici-bank', 'Axis Bank': 'https://www.linkedin.com/company/axis-bank', 'Coverfox Insurance': 'https://www.linkedin.com/company/coverfox-insurance', 'Flipkart': 'https://www.linkedin.com/company/flipkart'}"
https://www.linkedin.com/company/fractyl-laboratories-inc-,Fractyl Laboratories Inc.,,Medical Devices,http://www.fractyl.com,"17 Hartwell Avenue Lexington, MA 02421 United States",11-50,"We are a Boston-area medical device startup, backed by world-leading healthcare investors, working to liberate patients, empower physicians and lower health care costs by developing device-based solutions to metabolic diseases.",2010,"{'Corindus Vascular Robotics': 'https://www.linkedin.com/company/corindus-vascular-robotics', 'NinePoint Medical, Inc.': 'https://www.linkedin.com/company/ninepoint-medical', 'Ivenix, Inc.': 'https://www.linkedin.com/company/ivenix', 'Affera, Inc.': 'https://www.linkedin.com/company/affera', 'Infraredx, Inc.': 'https://www.linkedin.com/company/infraredx', 'Lexington Medical, Inc.': 'https://www.linkedin.com/company/lexington-medical-inc-'}"
https://www.linkedin.com/company/zenoss-inc-,Zenoss,"Unified Monitoring, Infrastructure Monitoring, Service Assurance, Root-cause Analysis",Information Technology and Services,https://www.zenoss.com,"11305 Four Points Drive #1 — 300 Austin, TX 78726 United States",201-500,"We're on a mission to provide organizations throughout the GalaxZ with hybrid IT monitoring and are hiring the best of the best to join in that effort. Zenoss helps enterprise organizations gain IT performance and risk insights even in the most unique IT ecosystems. Through real-time analytics that adapt to the ever-evolving datacenter, our customers have insight to proactively eliminate disruptions and accelerate business. Maybe that is why Forbes listed Zenoss as one of the best cloud company's to work in 2015 AND 2016!

Our growth is impressive and we’re so excited to bring additional talent to the team to grow our efforts. Our hoverboard riding, fanatical ping-pong, serious pool playing, food-truck loving, queso-consuming crowd includes some of the brightest minds in the technology industry.  Besides having the opportunity to work for an award-winning company, offering an award-winning product, you'll have a chance to work with some of the brightest minds in the technology industry. 

View the open positions here and join the revolution today! https://www.zenoss.com/careers",2005,"{'SolarWinds': 'https://www.linkedin.com/company/solarwinds', 'WP Engine': 'https://www.linkedin.com/company/wp-engine', 'Spredfast': 'https://www.linkedin.com/company/spredfast', 'Phunware, Inc.': 'https://www.linkedin.com/company/phunware', 'SailPoint': 'https://www.linkedin.com/company/sailpoint-technologies', 'Volusion': 'https://www.linkedin.com/company/volusion-inc'}"
https://www.linkedin.com/company/scale-computing,Scale Computing,"Storage, small to medium-sized business infrastructure, Virtualization, scale-out, hyperconverged architecture, storage, servers and virtualization, hyperconvergence, disaster recovery, backup and recovery",Computer Hardware,http://www.scalecomputing.com,"525 S. Meridian Street Indianapolis, IN 46225 United States",51-200,"Scale Computing integrates storage, servers, and virtualization software into an all-in-one appliance based system that is scalable, self-healing, and as easy to manage as a single server. Using industry standard components, the HC3 appliances install in under an hour, and can be expanded and upgraded with no downtime. High availability insulates the user from any disk or server failure and a unified management capability driven by the patented HyperCore Software™, efficiently integrates all functionality. The result is a data center solution that reduces operational complexity, allows a faster response to business issues, and dramatically reduces costs.",2007,"{'HPE SimpliVity': 'https://www.linkedin.com/company/simplivity-corporation', 'Rubrik, Inc.': 'https://www.linkedin.com/company/rubrik-inc', 'Tegile Systems': 'https://www.linkedin.com/company/tegile-systems', 'Nutanix': 'https://www.linkedin.com/company/nutanix', 'Maxta Inc.': 'https://www.linkedin.com/company/maxta-inc-', 'Nimble Storage': 'https://www.linkedin.com/company/nimble-storage'}"
https://www.linkedin.com/company/rover-com,Rover.com,"Dog sitters, Dog boarding, Dogs, Dog walking",Consumer Services,http://www.rover.com,"2101 4th Avenue Suite 400 Seattle, WA 98121 United States",201-500,"WHAT WE'RE ABOUT:
We’re your rainy-day-dog-walkers. Your every-day-belly-rubbers. Your peanut-butter-Kong-fillers. Your middle-of-the-night-pee-breakers. Because we get it—your dog is family. And when you can’t be there, you can trust us keep your dog happy, healthy, and sweet as ever.

But it’s not just about dog love. Rover is also an award-winning technology business committed to making pet care safe, easy, and affordable so that everyone can experience the unconditional love of a dog.

So for the frequent butt-sniffers, the sock-stealers, the table-side beggars and the clicker-trained champions: We’re your people. 

And for the world travelers, the long-day-at-work-ers, the business-trip jetsetters, the swing-shift survivors: We’re your people, too.

Whatever you and your dog are into, we’re into it, too. And we’ve got your back. Anytime. Anywhere. 

Whether you need in-home dog boarding, pet sitting, dog walking, or day care, Rover connects pet parents with dog people who’ll treat their pets like family. 

WHAT YOU'VE HEARD:
In 2016, we've been named among Washington's “Best Workplaces” by the Puget Sound Business Journal, one of Seattle Magazine's “100 Best Companies to Work For,” a member of Business Intelligence's “2016 Best Places to Work list”—and our CEO won GeekWire’s “CEO of the Year” award. It’s been a good year. You may have also seen us in Forbes, USA Today, ABC News, The New York Times, The Wall Street Journal, Mashable, CNN, and The Huffington Post. Our investors include TCV, A-GRade Investments, CrunchFund, Foundry Group, Madrona, Menlo, Petco, and Rolling Bay Ventures. 

WHERE WE WORK:
We're headquartered in downtown Seattle, just a short walk from Pike Place Market. We're an agile, fast-growing startup, and our leadership comes from some of the country's most respected tech companies. Check out our job openings in engineering, product, customer service, and more—we'd love to meet you!",2011,"{'DogVacay (Acquired by Rover, March 2017)': 'https://www.linkedin.com/company/dogvacay', 'Wag Labs Inc.': 'https://www.linkedin.com/company/wag-labs-inc-', 'OfferUp': 'https://www.linkedin.com/company/offerup', 'Porch': 'https://www.linkedin.com/company/porch', 'Wag.com': 'https://www.linkedin.com/company/wag.com', 'Amazon': 'https://www.linkedin.com/company/amazon'}"
https://www.linkedin.com/company/bank_bazaar,BankBazaar.com,"Personal Finance, Internet, Loans, Credit cards, Mutual Funds",Financial Services,http://www.bankbazaar.com,"BankBazaar.com (A & A Dukaan Financial Services Private Limited) 3rd Floor, Hameedia Center, 14/43 Haddows Road, Nungambakkam Chennai, Tamil Nadu 600006 India",1001-5000,"BankBazaar is the world’s first neutral online marketplace that helps people compare and choose financial products such as loans, insurance, credit cards, fixed deposits, saving accounts, mutual funds etc., - over a highly secure, user friendly, and intuitive platform. Founded in 2008 by Adhil Shetty, Arjun Shetty, and Rati Shetty, BankBazaar focuses on harnessing technology to deliver end-to-end paperless transactions which brings huge convenience to customers while helping support the environment.  With a supportive customer service team and a growing community of users, BankBazaar is the easiest way for people to compare and purchase the right financial products online.

BankBazaar partners with over 80 financial organizations in India that include the largest nationalized and private banks, NBFCs and insurance companies to offer a never before range of financial products and services.  Supported by global investors such as Walden International, Sequoia Capital, Fidelity Growth Partners, Mousse Partners and Amazon, BankBazaar is headquartered in Chennai, India, and has offices in Bangalore and Mumbai. Our 1000+ employees are driven by innovation and every day we strive hard to make our customers’ financial journey as seamless and convenient as possible.",2008,"{'PolicyBazaar.com': 'https://www.linkedin.com/company/policybazaar', 'Paytm': 'https://www.linkedin.com/company/paytm-mobile-solutions-pvt-ltd-', 'ICICI Bank': 'https://www.linkedin.com/company/icici-bank', 'Axis Bank': 'https://www.linkedin.com/company/axis-bank', 'Coverfox Insurance': 'https://www.linkedin.com/company/coverfox-insurance', 'Flipkart': 'https://www.linkedin.com/company/flipkart'}"
https://www.linkedin.com/company/fractyl-laboratories-inc-,Fractyl Laboratories Inc.,,Medical Devices,http://www.fractyl.com,"17 Hartwell Avenue Lexington, MA 02421 United States",11-50,"We are a Boston-area medical device startup, backed by world-leading healthcare investors, working to liberate patients, empower physicians and lower health care costs by developing device-based solutions to metabolic diseases.",2010,"{'Corindus Vascular Robotics': 'https://www.linkedin.com/company/corindus-vascular-robotics', 'NinePoint Medical, Inc.': 'https://www.linkedin.com/company/ninepoint-medical', 'Ivenix, Inc.': 'https://www.linkedin.com/company/ivenix', 'Affera, Inc.': 'https://www.linkedin.com/company/affera', 'Infraredx, Inc.': 'https://www.linkedin.com/company/infraredx', 'Lexington Medical, Inc.': 'https://www.linkedin.com/company/lexington-medical-inc-'}"
https://www.linkedin.com/company/zenoss-inc-,Zenoss,"Unified Monitoring, Infrastructure Monitoring, Service Assurance, Root-cause Analysis",Information Technology and Services,https://www.zenoss.com,"11305 Four Points Drive #1 — 300 Austin, TX 78726 United States",201-500,"We're on a mission to provide organizations throughout the GalaxZ with hybrid IT monitoring and are hiring the best of the best to join in that effort. Zenoss helps enterprise organizations gain IT performance and risk insights even in the most unique IT ecosystems. Through real-time analytics that adapt to the ever-evolving datacenter, our customers have insight to proactively eliminate disruptions and accelerate business. Maybe that is why Forbes listed Zenoss as one of the best cloud company's to work in 2015 AND 2016!

Our growth is impressive and we’re so excited to bring additional talent to the team to grow our efforts. Our hoverboard riding, fanatical ping-pong, serious pool playing, food-truck loving, queso-consuming crowd includes some of the brightest minds in the technology industry.  Besides having the opportunity to work for an award-winning company, offering an award-winning product, you'll have a chance to work with some of the brightest minds in the technology industry. 

View the open positions here and join the revolution today! https://www.zenoss.com/careers",2005,"{'SolarWinds': 'https://www.linkedin.com/company/solarwinds', 'WP Engine': 'https://www.linkedin.com/company/wp-engine', 'Spredfast': 'https://www.linkedin.com/company/spredfast', 'Phunware, Inc.': 'https://www.linkedin.com/company/phunware', 'SailPoint': 'https://www.linkedin.com/company/sailpoint-technologies', 'Volusion': 'https://www.linkedin.com/company/volusion-inc'}"
https://www.linkedin.com/company/appcelerator,Axway Appcelerator,"mobile, enterprise mobility, mobile enterprise platform, titanium, mobile application platform, madp, MBaaS, APIs",Computer Software,http://www.appcelerator.com,"2811 Mission College Blvd. 7th Floor Santa Clara, CA 95054 United States",51-200,"Mobile apps are fast replacing web applications as the way we buy, share, search, learn and collaborate. Axway Appcelerator helps companies solve for this new mobile reality: delivering native cross-platform apps at the speed of web, mobilizing any data source, and driving success with real-time analytics - all from an open, cloud- based platform. With Axway Appcelerator Mobile solution, companies can eliminate point tools to scale mobile across the enterprise, drive innovation by unlocking backend data sources for new app capabilities, and measure the overall usage and success of the entire mobile app portfolio. Axway Appcelerator also provides an award-winning open source mobile development environment, Titanium™. With over 65,000 mobile apps deployed on over 2 million devices, Axway Appcelerator’s solutions are backed by the world’s largest mobile ecosystem, including more than 550,000 mobile developers and hundreds of ISVs and strategic partners, among them Accenture, Cognizant and CSC. More than 70% of Fortune 100 enterprises count on Appcelerator for their mobile success.",2006,"{'Axway': 'https://www.linkedin.com/company/axway', 'Sencha': 'https://www.linkedin.com/company/sencha-inc', 'SirionLabs': 'https://www.linkedin.com/company/sirionlabs', 'Xamarin': 'https://www.linkedin.com/company/xamarin', 'ThoughtSpot': 'https://www.linkedin.com/company/thoughtspot', 'Kony, Inc.': 'https://www.linkedin.com/company/kony-inc'}"
https://www.linkedin.com/company/babbel-com,Babbel,"E-learning, Mobile Apps, Online Courses, Language Learning",E-Learning,http://www.babbel.com,"Max-Beer-Strasse, 2 Berlin, Berlin 10119 Germany",201-500,"Founded in 2007, Babbel is the world’s first language learning app. A leader in the online language learning industry, Babbel is an international success with more than 1 million active subscribers and ranked as the world’s #1 innovative company in education. Our meticulously designed courses guarantee you language skills you can use right away. Babbel is the shortest path to real-life conversations; 73% of our users indicated that they’d be able to have a short, simple conversation in their new language within five hours of using Babbel.

Everyone at Babbel is a learner at heart. We're a multilingual team from more than 39 countries, working to get people to learn and speak languages like they've always wanted to. We are 450 language lovers located in Berlin and in New York. 

Are you passionate about languages, technology, marketing or design? Check out the latest job offers at http://jobs.babbel.com.",2007,"{'Duolingo': 'https://www.linkedin.com/company/duolingo', 'busuu': 'https://www.linkedin.com/company/busuu-com', 'GoEuro': 'https://www.linkedin.com/company/goeuro-corp', 'Memrise': 'https://www.linkedin.com/company/memrise', 'GetYourGuide': 'https://www.linkedin.com/company/getyourguide-ag', 'Khan Academy': 'https://www.linkedin.com/company/khan-academy'}"
https://www.linkedin.com/company/houzz,Houzz,"Interior Design, Architecture, Home Improvement, Home Remodeling, Ecommerce, Technology",Internet,http://www.houzz.com,"285 Hamilton Avenue Palo Alto, CA 94301 United States",1001-5000,"Houzz is the leading platform for home remodeling, improvement, and design. We provide our community of over 40 million unique monthly users with everything they need to improve their home from start to finish - online or from a mobile device. 

With the largest residential design database in the world and a vibrant community powered by social tools, Houzz is the easiest way for people to get the design inspiration, project advice, product information and professional reviews they need to help turn ideas into reality.

Houzz started with a house.

When founders Adi and Alon remodeled their home, they started the way these projects often do: with a tall stack of magazines and referrals for home professionals from people they knew. But after those piles of torn out pages failed to make their dream a reality, they felt stuck. There had to be a better way.

So they built Houzz. A place to browse and save beautiful home photos. A place to find the right design and construction professionals. A place to connect with others who have been there too.

Whether you are starting a complete kitchen remodel or just looking for the perfect bedside table, the Houzz community of homeowners and professionals is here to help. When you are ready to start your project, Houzz is the best way to get inspired, discover products and to find and collaborate with the perfect architect, designer or contractor.",2009,"{'Airbnb': 'https://www.linkedin.com/company/airbnb', 'Amazon': 'https://www.linkedin.com/company/amazon', 'Facebook': 'https://www.linkedin.com/company/facebook', 'Google': 'https://www.linkedin.com/company/google', 'Pinterest': 'https://www.linkedin.com/company/pinterest', 'Apple': 'https://www.linkedin.com/company/apple'}"
https://www.linkedin.com/company/houzz,Houzz,"Interior Design, Architecture, Home Improvement, Home Remodeling, Ecommerce, Technology",Internet,http://www.houzz.com,"285 Hamilton Avenue Palo Alto, CA 94301 United States",1001-5000,"Houzz is the leading platform for home remodeling, improvement, and design. We provide our community of over 40 million unique monthly users with everything they need to improve their home from start to finish - online or from a mobile device. 

With the largest residential design database in the world and a vibrant community powered by social tools, Houzz is the easiest way for people to get the design inspiration, project advice, product information and professional reviews they need to help turn ideas into reality.

Houzz started with a house.

When founders Adi and Alon remodeled their home, they started the way these projects often do: with a tall stack of magazines and referrals for home professionals from people they knew. But after those piles of torn out pages failed to make their dream a reality, they felt stuck. There had to be a better way.

So they built Houzz. A place to browse and save beautiful home photos. A place to find the right design and construction professionals. A place to connect with others who have been there too.

Whether you are starting a complete kitchen remodel or just looking for the perfect bedside table, the Houzz community of homeowners and professionals is here to help. When you are ready to start your project, Houzz is the best way to get inspired, discover products and to find and collaborate with the perfect architect, designer or contractor.",2009,"{'Airbnb': 'https://www.linkedin.com/company/airbnb', 'Amazon': 'https://www.linkedin.com/company/amazon', 'Facebook': 'https://www.linkedin.com/company/facebook', 'Google': 'https://www.linkedin.com/company/google', 'Pinterest': 'https://www.linkedin.com/company/pinterest', 'Apple': 'https://www.linkedin.com/company/apple'}"
https://www.linkedin.com/company/edo,EDO,,Defense & Space,http://www.edocorp.com,United States,1001-5000,,,"{'edo Interactive': 'https://www.linkedin.com/company/edo-interactive', 'EDO Corporation': 'https://www.linkedin.com/company/edo-corporation', 'Exelis (Now part of Harris Corporation)': 'https://www.linkedin.com/company/exelis', 'EDO Western Corporation': 'https://www.linkedin.com/company/edo-western-corporation', 'Northrop Grumman': 'https://www.linkedin.com/company/northrop-grumman-corporation', 'EDO Registeraccountants & Belastingadviseurs': 'https://www.linkedin.com/company/edo-registeraccountants-en-belastingadviseurs'}"
https://www.linkedin.com/company/classpass,ClassPass,,Consumer Services,http://classp.as/LinkedIn,,51-200,"ClassPass is a monthly fitness membership that lets you go to the best boutique fitness studios!

ClassPass members enjoy greater variety and engagement in their fitness regime, all at a lower price than if they were to book classes individually on their own.

Join our quickly-growing team and you’ll have an incredible opportunity to build a career with a high-growth startup while empowering others to reach their fitness goals.",2012,"{'Blue Apron': 'https://www.linkedin.com/company/blue-apron', 'Plated': 'https://www.linkedin.com/company/plated', 'Kitchensurfing': 'https://www.linkedin.com/company/kitchensurfing', 'HelloFresh': 'https://www.linkedin.com/company/hellofresh', 'Casper': 'https://www.linkedin.com/company/casper', 'Refinery29, Inc.': 'https://www.linkedin.com/company/refinery29-inc-'}"
https://www.linkedin.com/company/egym-gmbh,eGym,"Fitness, Sports, Digitalization, Health, Software Engineering, IT",Sports,https://career.egym.com/,"Prannerstraße 2-4 München, 80333 Germany",201-500,"eGym develops professional fitness equipment for highly modern training used in premium gyms across Europe. The eGym strength equipment generates resistance using an electric motor and can adjust the weight dynamically to the athlete's strength.

This provides a very efficient and varied workout for all training goals, including muscle gain, performance, athletic training through to professional sports, regeneration, rehabilitation and weight loss.

The exercise data is automatically synchronised with the eGym platform and is ​available free of charge to members on the website www.egym.com and using a Fitness app.

Training plans can also be stored and adapted, and sporting activity logged and evaluated.

Furthermore, eGym aso allows you to automatically collect data from external partners such as Runkeeper, Withings, Garmin and Jawbone UP for your training records and incorporate this information in the training analysis. A detailed profile area is available for all users, allowing them to organise shared training groups in fitness teams to improve motivation and compete for eGym points.

The additional payable option, eGym PREMIUM offers more features and training methods and more in-depth professional analyses to help optimise and manage training using the website.

Anyone interested in eGym can try the training for free in leading gyms - visit our city pages for Munich, Stuttgart or Bremen or and search all over the country for gyms in your local area.


Visit us also on...

https://career.egym.com/
https://blog.egym.com/
https://www.kununu.com/de/egym
https://www.glassdoor.com/Overview/Working-at-eGym-EI_IE1200047.11,15.htm
https://www.youtube.com/user/egymfitness
https://www.facebook.com/eGym.de/timeline 
https://www.xing.com/companies/egymgmbh
",2010,"{'eGym Benelux': 'https://www.linkedin.com/company/egym-benelux', 'Freeletics': 'https://www.linkedin.com/company/freeletics', 'FlixBus': 'https://www.linkedin.com/company/gobus-gmbh', 'eGym UK': 'https://www.linkedin.com/company/egymuk', 'Mirriad': 'https://www.linkedin.com/company/mirriad', 'Technogym': 'https://www.linkedin.com/company/technogym'}"
https://www.linkedin.com/company/pindrop,Pindrop,"anti-fraud, phone fraud, fraud, phone authentication, call center authentication",Computer & Network Security,http://pindrop.com,"817 West Peachtree Street NW Suite 770 Atlanta, Georgia 30308 United States",201-500,"Pindrop provides enterprise solutions to secure phone and voice communications. Pindrop solutions reduce fraud losses and authentication expense for some of the largest call centers in the world. Pindrop’s patented Phoneprinting technology can identify, locate and authenticate phone devices uniquely just from the call audio thereby detecting fraudulent calls as well as verifying legitimate callers. Pindrop has been selected by the world’s largest banks, insurers, brokerages and retailers, detecting over 80% of fraud, even for attackers never seen before. Our solutions are allowing our customers to reduce call time and improve their customers experience even while reducing fraud losses. Pindrop is restoring confidence in the security of phone-based transactions.

Web: pindrop.com
Twitter: @pindrop",2011,"{'Ionic Security': 'https://www.linkedin.com/company/ionic-security', 'PhishMe, Inc.': 'https://www.linkedin.com/company/phishme-inc-', 'Tenable': 'https://www.linkedin.com/company/tenableinc', 'Oracle': 'https://www.linkedin.com/company/oracle', 'Microsoft': 'https://www.linkedin.com/company/microsoft', 'Cylance Inc.': 'https://www.linkedin.com/company/cylanceinc'}"
https://www.linkedin.com/company/euclid,Euclid,"Wi-Fi Location Analytics, Retail Analytics, Online-to-Offline Attribution, Traffic & Conversion, Retail Operations, Email Collection, Customer Segmentation",Information Technology and Services,http://euclidanalytics.com,"400 Alabama Street San Francisco, CA 94110 United States",11-50,"Euclid illuminates in-store identity and behavior and provides the opportunity to identify every visitor who walks in your door, understand what drove that visit and retarget to influence a purchase. 

https://youtu.be/Rivlh4q49bc",2010,"{'RetailNext': 'https://www.linkedin.com/company/retailnext', 'ShopperTrak': 'https://www.linkedin.com/company/shoppertrak', 'Predictix, LLC': 'https://www.linkedin.com/company/predictix', 'FLIR - Brickstream': 'https://www.linkedin.com/company/brickstream-corporation', 'Nomi / Axper': 'https://www.linkedin.com/company/nomi', 'Path Intelligence': 'https://www.linkedin.com/company/pathintelligence'}"
https://www.linkedin.com/company/placester-inc,"Placester, Inc.","Internet, Real Estate, Software, Marketing",Internet,https://placester.com/,"100 High Street 7th Floor Boston, MA 02110 United States",51-200,"Placester is a real estate marketing platform. We provide the ability to advertise online by leveraging automated distribution with performance tracking in just few clicks. Advertisers are able to focus on lead management, while Placester handles the mechanics of driving traffic.",2011,"{'Localytics': 'https://www.linkedin.com/company/localytics', 'InsightSquared': 'https://www.linkedin.com/company/insightsquared', 'Onshape Inc.': 'https://www.linkedin.com/company/onshape-inc', 'Drizly': 'https://www.linkedin.com/company/drizly', 'Salsify': 'https://www.linkedin.com/company/salsify', 'Toast, Inc.': 'https://www.linkedin.com/company/toast-inc'}"
https://www.linkedin.com/company/placester-inc,"Placester, Inc.","Internet, Real Estate, Software, Marketing",Internet,https://placester.com/,"100 High Street 7th Floor Boston, MA 02110 United States",51-200,"Placester is a real estate marketing platform. We provide the ability to advertise online by leveraging automated distribution with performance tracking in just few clicks. Advertisers are able to focus on lead management, while Placester handles the mechanics of driving traffic.",2011,"{'Localytics': 'https://www.linkedin.com/company/localytics', 'InsightSquared': 'https://www.linkedin.com/company/insightsquared', 'Onshape Inc.': 'https://www.linkedin.com/company/onshape-inc', 'Drizly': 'https://www.linkedin.com/company/drizly', 'Salsify': 'https://www.linkedin.com/company/salsify', 'Toast, Inc.': 'https://www.linkedin.com/company/toast-inc'}"
https://www.linkedin.com/company/placester-inc,"Placester, Inc.","Internet, Real Estate, Software, Marketing",Internet,https://placester.com/,"100 High Street 7th Floor Boston, MA 02110 United States",51-200,"Placester is a real estate marketing platform. We provide the ability to advertise online by leveraging automated distribution with performance tracking in just few clicks. Advertisers are able to focus on lead management, while Placester handles the mechanics of driving traffic.",2011,"{'Localytics': 'https://www.linkedin.com/company/localytics', 'InsightSquared': 'https://www.linkedin.com/company/insightsquared', 'Onshape Inc.': 'https://www.linkedin.com/company/onshape-inc', 'Drizly': 'https://www.linkedin.com/company/drizly', 'Salsify': 'https://www.linkedin.com/company/salsify', 'Toast, Inc.': 'https://www.linkedin.com/company/toast-inc'}"
https://www.linkedin.com/company/skyport-companies,Skyport Companies,,Restaurants,,"4100 E Mississippi Ave # 14 Denver, Colorado 80246-3048 United States",11-50,,,"{'Skyport Development Co LLC': 'https://www.linkedin.com/company/skyport-development-co-llc', 'K9 Kare': 'https://www.linkedin.com/company/k9-kare', 'Equine Careers': 'https://www.linkedin.com/company/equine-careers', 'K9 Fit Club - Fitness for both Dogs and People': 'https://www.linkedin.com/company/k9-fit-club', 'Equine Journal': 'https://www.linkedin.com/company/horsemen%27s-yankee-pedlar', 'Equine Best Practices, LLC': 'https://www.linkedin.com/company/equine-best-practices-llc'}"
https://www.linkedin.com/company/magic-leap-inc-,Magic Leap,,Consumer Electronics,https://www.magicleap.com/#/join,"7500 W Sunrise Blvd Plantation, Florida 33322 United States",1001-5000,"You already own the world’s most amazing computer. You’re using it right now, to think with and blink with and maybe even smile with. It’s your one-of-a-kind mind. And with it, you can do incredible things. Magic things.

Compare that to the technology in your life. You know, those rectangular boxes that you spend the majority of your life staring into? The ones that demand your attention, and keep you distracted from the things that really matter: Friends! Family! Dragons!

With those things in mind, we decided to take a different path and rethink the relationship technology has with people. What we found was when you give the brain and the body what they want, suddenly the shackles are off, the rectangular boxes are tossed, and something magical happens…experiences like none you’ve ever seen.

Learn more about what we've got cooking: https://www.wired.com/2016/04/magic-leap-vr/

Ready to join our team? Head to our website for open positions: https://www.magicleap.com/#/join.",2011,"{'Oculus VR': 'https://www.linkedin.com/company/oculus-vr', 'Jaunt VR': 'https://www.linkedin.com/company/jaunt-vr', 'Leap Motion': 'https://www.linkedin.com/company/leap-motion', 'NextVR': 'https://www.linkedin.com/company/nextvr', 'Valve corporation': 'https://www.linkedin.com/company/valve-corporation', 'Facebook': 'https://www.linkedin.com/company/facebook'}"
